real_name,obs_e:228433.0_n:8192778.0_x:14153_y:4197,obs_e:229788.0_n:8193427.0_x:12798_y:3548,obs_e:231595.0_n:8198480.0_x:10991_y:-1505,obs_e:231694.0_n:8197619.0_x:10892_y:-644,obs_e:233194.0_n:8190440.0_x:9392_y:6535,obs_e:233908.0_n:8189011.0_x:8678_y:7964,obs_e:234195.0_n:8198194.0_x:8391_y:-1219,obs_e:235327.0_n:8184950.0_x:7259_y:12025,obs_e:235614.0_n:8190354.0_x:6972_y:6621,obs_e:235682.0_n:8187652.0_x:6904_y:9323,obs_e:236163.0_n:8190958.0_x:6423_y:6017,obs_e:236538.0_n:8191417.0_x:6048_y:5558,obs_e:237006.0_n:8202926.0_x:5580_y:-5951,obs_e:237454.0_n:8185525.0_x:5132_y:11450,obs_e:237496.0_n:8190167.0_x:5090_y:6808,obs_e:238665.0_n:8188244.0_x:3921_y:8731,obs_e:238954.0_n:8189678.0_x:3632_y:7297,obs_e:239587.0_n:8185586.0_x:2999_y:11389,obs_e:239760.0_n:8190677.0_x:2826_y:6298,obs_e:240931.0_n:8186974.0_x:1655_y:10001,obs_e:241878.0_n:8190407.0_x:708_y:6568,obs_e:244750.0_n:8189532.0_x:-2164_y:7443,obs_e:244814.0_n:8189459.0_x:-2228_y:7516,obs_e:245486.0_n:8201343.0_x:-2900_y:-4368
489,5.80664,6.32207,4.11067,3.92354,8.568,13.6468,2.97523,19.9734,13.0975,25.2321,28.311,21.5585,7.62027,18.5654,29.8443,22.7552,28.2578,10.7388,33.908,9.3915,12.4834,25.722,7.04664,4.76259
490,7.40182,4.98248,3.24245,4.54297,10.2125,16.453,4.71842,18.5118,15.9312,25.6543,29.1452,20.1427,9.1374,20.4409,29.9433,23.6893,29.719,8.44264,34.3188,7.88889,13.6722,24.277,7.26298,4.31774
491,8.47056,5.39974,5.32996,4.18496,11.4238,16.1952,4.42874,20.1164,15.1959,26.4501,28.7397,20.8284,8.4466,19.0137,30.6037,22.9218,30.4388,9.61633,35.419,10.1281,12.6857,24.4364,6.64728,3.96843
492,6.62339,3.77279,5.02335,2.60655,10.7089,16.249,3.39109,20.1209,14.7542,24.7892,28.1177,21.637,7.59307,22.1456,30.828,20.956,30.0132,8.89355,33.8483,9.76439,16.3492,23.9353,6.06672,3.49905
493,8.70524,5.70635,3.56329,3.6566,9.74411,16.2156,4.89457,19.7453,14.1556,24.6514,26.8686,19.8489,9.32255,20.9272,29.9741,21.6965,27.8727,10.0342,35.6056,9.45556,15.1461,26.1033,5.60849,5.73851
494,8.00748,4.45693,4.26914,3.90192,8.62157,17.1601,2.83988,20.5627,13.4533,24.0157,28.3202,20.2059,8.73029,21.7629,30.8053,22.7759,29.9268,9.65867,33.3162,8.6228,14.0488,25.359,7.23252,3.89582
495,7.75305,5.22177,3.97792,4.57843,8.80965,14.8409,3.42268,21.887,13.5657,23.7681,27.1572,18.4335,8.68453,19.6028,29.8453,21.3776,29.1793,9.54716,32.6388,9.37884,15.9427,26.817,5.80533,3.64891
496,5.32554,4.81908,3.74678,5.1744,11.8186,14.4491,4.60281,18.9657,13.7973,25.1735,28.1636,20.5451,6.76874,22.2373,29.0662,21.9084,29.2365,10.1276,35.2806,9.77481,13.0972,25.0193,6.13151,4.66921
497,7.74372,5.65681,3.55437,5.03013,11.49,16.1447,4.6704,18.3622,15.1482,23.8575,29.1599,19.2216,7.28178,21.6239,28.9398,18.6453,28.3808,7.02665,34.1507,10.0167,13.6739,26.1942,5.2444,4.39583
498,7.23893,5.11754,6.00477,4.80211,10.4135,16.5805,3.15339,20.4561,14.1317,23.5555,30.4552,20.4751,7.91506,19.3588,30.2617,22.468,29.5723,10.6344,34.8644,10.9426,13.1441,24.2858,4.86845,5.63084
499,7.37623,4.33667,3.89358,3.74263,11.1706,18.0272,4.97559,19.2959,13.2919,25.4966,28.1121,19.0497,7.50003,20.2166,29.552,20.8235,29.182,7.71033,34.933,8.78122,13.3631,24.5769,7.18257,4.26295
500,7.48926,5.694,4.62464,3.71575,10.8702,15.6607,4.18477,19.5678,17.7291,26.3449,28.6322,20.0814,8.85229,20.2799,29.8855,21.3976,28.8872,8.58812,36.1717,7.98503,14.1072,23.4821,6.23598,5.03107
501,6.27729,5.09196,4.16534,3.8948,8.0993,14.7541,4.97438,20.4827,13.3791,25.1115,26.2493,19.984,9.03712,20.0873,31.8242,22.9666,30.5786,8.14505,34.1029,10.9427,14.8357,25.7631,6.7876,5.74868
502,7.13286,5.57243,4.18324,2.70065,11.912,18.0179,3.57579,18.3089,13.6892,25.7475,29.3275,19.9119,7.22063,21.5319,29.0191,23.23,30.3759,7.57981,33.4899,8.47767,13.8247,25.1837,6.86358,3.92741
503,8.49567,4.98439,5.20087,3.93535,9.4178,13.7814,6.1387,22.6956,13.8889,25.0473,25.6283,20.5263,8.16193,19.8433,29.9055,23.3779,28.7527,8.67094,33.4074,7.76938,14.739,25.1881,7.23176,2.57572
504,7.30499,5.68719,3.50469,3.66448,8.90582,14.6078,4.69673,18.9417,13.7606,24.6371,28.401,19.854,9.44378,18.3022,29.8468,20.689,30.0892,9.52808,36.6051,8.97185,14.3924,23.775,7.71232,4.19518
505,6.10696,6.30739,1.37178,3.355,10.023,15.2674,4.3727,20.6799,14.5424,25.9538,28.58,17.738,8.53538,21.3383,30.8368,21.0437,29.2692,8.52599,34.4482,10.7378,14.4632,24.3441,6.38491,4.77889
506,6.85011,6.19273,3.79987,3.4441,11.4138,15.4436,3.77146,18.928,13.0863,23.7244,28.2171,21.3426,8.5172,21.7813,29.1456,21.3157,28.7113,8.39706,33.3499,8.78481,13.8295,23.2371,5.37033,2.70719
507,6.69921,4.83502,2.92674,6.53501,9.94302,15.9131,3.74666,20.3632,14.7657,24.3014,26.915,20.7912,7.78599,20.9394,30.2645,22.2658,28.9609,7.02632,34.8346,10.0081,13.3123,24.471,5.73082,4.61817
508,8.38274,5.15867,4.15297,4.67272,9.26329,16.1034,3.11639,21.5346,14.8193,23.5686,28.1117,21.6243,6.29785,20.9861,29.6405,21.387,27.481,9.41886,33.4541,8.5139,14.7752,23.9593,6.50751,3.95137
509,8.16159,5.09182,4.83451,4.18265,11.8236,17.7583,5.0861,20.0553,14.2077,24.6168,28.1079,17.9314,7.76367,20.5007,30.1498,19.313,29.4052,7.49425,33.9982,7.93493,11.9435,26.1504,6.05274,3.54826
510,6.33071,5.58401,3.58018,4.96862,9.60337,15.9374,4.65763,21.036,15.5015,25.3469,27.3658,19.7915,7.67894,20.3951,29.9481,21.0268,27.7936,9.19143,33.8479,7.42878,14.5439,25.8462,4.83524,4.96715
511,4.92456,5.36141,5.03223,5.14997,9.65155,15.223,3.3231,19.503,14.8287,25.0622,26.6974,20.2023,9.0917,19.2831,30.1481,22.9581,31.2399,8.93714,35.6484,9.13815,14.0422,25.412,6.57421,6.84764
512,7.10718,5.79959,2.59433,5.09903,10.2178,15.7458,4.63829,19.964,14.4451,24.16,28.3713,20.8563,10.1247,18.8383,29.6967,25.1279,30.0475,8.96299,32.8718,9.30163,15.6405,26.9373,7.0237,3.98461
513,7.80607,5.1049,3.28861,3.56249,10.7746,16.2968,4.16708,21.7992,14.9383,25.2814,28.4969,19.5117,8.82027,22.1883,30.4203,21.9935,29.3601,7.22293,34.0017,7.5384,14.3428,25.9778,5.00182,4.47672
514,8.11668,4.4926,5.08007,3.43191,11.2717,16.3719,4.46953,19.0865,14.2684,24.5089,28.0789,18.0836,10.5368,21.0984,30.6881,22.1324,29.1821,9.85991,32.9953,8.14499,13.7138,23.454,5.1819,4.57922
515,4.87588,6.09051,4.58982,4.92776,9.89776,16.2031,4.40538,21.7641,15.5147,23.6318,28.3967,19.6745,6.52385,20.1228,31.1023,23.6346,30.2503,9.3773,34.5103,8.47943,13.8035,26.5241,6.23997,2.80378
516,5.85898,5.0016,3.75773,4.62113,10.2441,17.4013,2.89143,19.9011,14.794,25.3238,29.1456,21.2545,7.50297,19.4408,29.8819,23.2475,31.5072,9.72617,33.2025,9.50339,13.6226,25.7147,6.20006,4.32704
517,6.65881,5.16699,4.51517,4.88251,10.3805,15.9604,5.60216,19.4416,12.7996,26.5733,28.4156,19.7884,7.50125,20.1879,30.6794,23.1596,30.5858,7.87817,33.5435,9.09487,14.0546,24.8303,5.68877,3.36884
518,6.47627,3.59285,4.27701,4.88814,10.4597,15.8024,3.53214,18.9974,14.2697,23.75,26.062,18.8813,6.41152,19.6445,30.0154,20.8127,29.5833,9.17036,33.0827,9.69165,11.2325,26.1625,4.54803,4.17191
519,6.98699,5.18539,4.68959,3.98315,8.84384,16.2314,3.69261,19.9302,15.4567,24.6524,28.1882,18.7613,8.76073,20.8539,30.1733,21.9665,29.0716,9.31262,32.7035,10.408,14.8791,24.7661,6.06015,3.64878
520,8.02882,4.63864,3.99384,2.46468,10.3586,15.5662,3.58428,20.3334,14.8239,25.1071,29.5962,17.3357,8.22484,20.4161,28.9901,22.0318,29.7221,6.88646,33.6864,8.86833,13.5369,24.548,5.05603,4.0749
521,6.25419,4.68954,4.87313,4.47196,8.41966,16.4769,4.25398,20.2784,13.3972,24.6623,28.422,20.3926,8.3493,19.9931,31.0315,22.9403,30.4059,7.10641,34.3247,9.41542,13.1203,25.0432,5.53341,3.15824
522,8.31881,5.7741,2.21185,2.2511,8.77228,15.8658,1.8913,21.453,13.931,25.2695,26.5833,21.5183,9.05002,19.3722,29.7556,23.6621,29.7776,8.438,34.1972,8.67926,13.8253,24.1652,7.12089,3.96048
523,7.27536,4.92433,4.39719,2.5702,10.1465,15.911,5.457,19.0772,15.1552,26.9553,27.3695,20.9483,8.31031,19.7747,30.2495,22.409,28.6903,9.49201,33.667,9.12372,13.7155,24.3381,6.10463,3.87706
524,7.42515,4.97031,4.49097,2.56293,10.9081,15.709,4.92333,20.1609,14.5585,25.7673,28.4579,20.4817,10.5034,20.4755,31.2729,23.1126,29.7178,9.47179,33.6919,8.4237,13.3337,23.7642,5.30114,5.47423
525,6.93073,4.74178,4.64878,5.75998,9.46074,13.8887,5.82414,18.6978,16.4909,23.3438,27.1978,21.457,8.27288,20.2126,30.7344,22.6744,29.0663,8.20676,35.3633,7.25374,16.7411,25.5271,7.1447,3.98749
526,8.59282,6.1015,3.9268,5.76261,10.3668,16.3455,3.92146,21.3114,14.3213,25.656,28.1291,20.1229,8.93089,18.9202,29.6074,22.1451,29.365,8.62651,33.4963,10.028,14.8235,25.0995,3.73197,3.59367
527,5.3378,6.83453,3.25421,3.19964,9.32143,15.8491,3.77918,20.7471,14.0819,23.1872,27.3538,19.4542,6.52027,19.2817,30.7578,19.9471,29.3878,7.34195,32.3981,10.9104,13.4629,25.7255,7.14829,5.56106
528,7.01772,4.75139,4.50285,4.49258,9.89661,16.3864,4.49799,20.6682,13.1154,23.3565,28.1231,17.4921,5.67841,20.0779,30.6836,21.1436,27.7827,8.31232,36.5142,9.36055,12.7169,25.8516,6.18713,2.81229
529,6.60836,4.79593,3.20326,1.53624,9.02687,17.698,3.47485,21.3658,13.0043,25.4933,28.6543,20.9674,6.49706,20.5693,30.8568,21.74,28.3399,11.095,33.4287,10.6284,14.3489,24.6587,5.3654,2.63424
530,6.85873,5.38158,5.63456,6.33066,10.4636,14.9106,2.92697,19.5195,14.2182,24.1667,27.7788,20.3135,8.66469,21.0943,30.0297,22.0978,27.3685,10.3188,32.7966,9.61453,14.9327,24.6633,5.39954,2.88814
531,5.72328,5.35096,4.04981,2.79019,10.2289,14.1232,2.91677,19.3522,14.7457,26.0862,25.8906,21.4712,10.0859,20.5093,28.1786,23.2372,30.3963,9.21348,32.5194,9.40899,13.9882,24.7534,4.73509,2.82047
532,6.36167,3.35181,4.32006,4.82024,8.90725,17.0534,3.4308,19.9432,15.0658,24.8218,28.1014,19.2099,9.6094,20.4387,30.7243,21.6034,28.3617,8.2856,34.7226,10.0002,13.4821,24.8977,9.14172,3.58529
533,6.84131,3.34026,3.79729,3.01952,8.39332,14.6514,3.89926,18.8513,14.743,24.769,27.9758,19.1808,8.34032,21.3301,29.6381,22.0933,28.0101,7.80329,33.1941,8.90801,13.2463,23.9812,6.48671,4.56267
534,7.13386,3.31364,5.35585,3.32525,10.1425,15.3495,4.08037,21.7496,11.9092,25.4464,29.4262,20.0463,8.84669,21.3937,29.862,20.9997,29.5904,9.7744,34.0586,8.52063,14.0599,23.5036,5.58867,5.48342
535,7.88038,5.42104,3.17894,3.67922,10.037,17.4462,3.02215,21.2686,12.8779,24.0121,28.014,20.3792,7.93119,20.5026,30.073,21.688,29.1388,9.31593,34.5056,10.4076,13.0785,23.42,6.46275,4.39836
536,7.48414,5.84556,4.00594,3.45519,11.1885,14.7124,5.00394,22.072,15.3874,23.819,28.1056,20.2691,8.16136,20.6939,32.0106,22.1221,30.9275,8.36183,34.2103,7.61491,13.1248,24.9305,6.6537,3.93235
537,6.98664,6.43282,4.09465,5.71518,9.81205,14.7181,4.59287,18.8962,14.7283,24.1753,28.2662,21.6658,8.83958,19.7307,31.6971,20.834,31.0689,7.44154,34.6794,11.2059,14.2122,24.2562,5.5691,2.49599
538,8.84843,4.68361,4.08715,5.04755,8.81317,15.1838,4.10343,18.8153,12.7821,26.22,30.589,20.034,7.63804,20.6201,30.3502,21.908,30.3304,8.2784,32.3855,10.3671,14.9776,23.7567,6.36758,4.9681
539,6.87306,4.40924,3.1039,3.98419,9.74385,15.9476,2.75047,20.1607,14.0652,25.1863,27.5612,19.937,9.06585,18.789,31.7872,22.8805,30.7297,9.20033,34.3447,8.82947,13.1818,25.4514,6.46563,3.29242
540,7.39202,7.60365,3.25664,4.31273,9.82595,14.728,5.0967,19.2849,15.6302,26.1902,29.8322,20.1042,7.10712,18.6598,29.7366,21.9179,28.717,8.32705,34.0858,8.62388,13.8863,23.8215,6.7132,4.50851
541,7.2262,3.19882,5.27925,2.96061,9.13419,16.012,3.05289,20.6854,13.1445,26.8585,27.6183,19.2834,7.49231,19.8959,28.2694,23.4082,28.4255,9.1452,34.2853,10.2115,13.6589,27.8436,7.43921,4.46997
542,7.41916,5.33654,3.40104,2.38635,8.63996,17.0508,4.93701,20.3802,14.1859,23.8491,28.0417,19.8184,7.42725,20.0028,28.7859,22.6561,29.0829,8.08621,34.8718,10.327,13.6907,25.3431,7.53481,2.96885
543,6.8986,3.50252,4.06143,4.03479,9.58345,15.2194,3.14802,19.2982,14.9131,23.7284,28.6104,19.838,7.0504,22.2844,30.6396,23.7178,29.6045,8.71989,34.3196,11.1519,14.1325,27.6755,6.5025,4.19615
544,7.69554,5.03246,3.3172,3.66957,10.592,16.0283,3.99452,19.9922,16.0807,24.7287,28.9975,18.0388,7.42644,20.9228,29.141,22.5728,29.277,9.9888,34.4699,9.41632,12.6406,24.4969,4.96249,3.96346
545,7.56647,4.98558,4.40506,3.27097,10.8946,15.9279,4.55703,20.8878,15.6883,24.7508,27.8046,20.5387,7.94343,20.6517,30.3152,23.2868,28.4006,8.12007,33.863,9.36928,13.6217,25.981,7.29863,3.86716
546,7.36545,5.48071,3.7438,5.03411,9.04957,16.0076,4.15555,20.528,14.526,24.2565,28.5715,21.1611,8.92865,19.1894,28.7573,20.645,30.1992,8.30068,34.5704,9.49843,13.0865,25.0389,5.52074,3.28965
547,4.24972,5.32704,3.58341,6.77631,11.8988,17.6974,3.0364,21.2096,17.026,25.7122,27.9555,18.497,6.7742,20.8839,29.4833,20.0292,28.6189,7.9591,34.0195,7.44818,12.6555,24.8743,5.35273,4.08502
548,6.75499,5.15282,3.85773,2.64256,11.1596,16.2553,5.10148,20.1257,15.8237,24.8696,27.205,20.7489,9.92943,19.6359,28.0591,22.7085,29.5244,8.58514,33.4062,7.61207,13.7074,24.767,6.97797,4.50217
549,7.1984,4.41119,1.77348,4.0479,9.51989,16.4549,3.95447,21.3654,15.4346,24.364,29.4472,18.832,7.61981,20.9353,29.5133,21.1518,28.5156,8.10558,33.2765,6.73263,16.7838,25.092,6.85727,3.29408
550,5.3741,4.55958,2.96308,2.80178,8.35165,17.1028,4.02054,20.3795,14.1085,25.8364,27.6951,19.5221,7.11621,19.3977,29.5161,23.7395,28.5138,10.1988,31.7946,7.50028,10.9806,25.4002,7.17024,2.72336
551,5.77647,4.68272,3.15469,3.19521,10.4126,16.6631,3.29059,20.4179,13.9139,26.3256,28.0682,20.0709,7.54984,19.5641,28.8196,20.6071,28.7319,9.27939,34.1769,9.06454,14.6052,26.956,4.65944,4.3337
552,8.29965,5.79702,3.69131,3.36853,9.87292,15.6732,3.37347,21.0228,14.4764,23.4783,29.6284,21.8245,7.02884,20.7836,29.1605,22.6198,30.6886,8.65556,31.5225,7.27157,14.8165,23.7611,6.54932,5.15725
553,7.21108,6.45013,4.77224,4.08963,9.9768,16.1275,5.35807,18.8829,13.1827,24.9921,28.766,20.0694,8.95159,19.8664,30.6937,20.1847,28.429,9.71386,33.566,9.63726,15.8891,24.2947,5.43346,3.19084
554,6.36733,3.85645,4.19823,3.87556,9.24444,15.8339,2.59815,19.8138,13.2925,23.8594,28.468,20.574,7.97606,21.2823,27.947,23.1045,29.0889,8.36103,32.4731,10.193,14.3514,25.2144,6.74184,1.82382
555,7.92304,4.79192,4.01758,4.42179,10.7137,14.8486,4.30486,19.0609,15.8706,25.3139,28.9402,20.0163,6.40794,19.0986,30.0414,22.3855,28.54,7.68165,34.5995,8.45363,13.0479,24.9371,6.38714,6.07384
556,5.21567,5.70883,5.23953,4.78201,10.2946,15.5014,3.94535,20.6597,14.8577,25.9394,27.301,22.9451,7.6627,19.4654,30.8931,20.9193,27.8948,8.49437,34.4222,9.2858,13.7789,25.8298,6.49654,3.30373
557,7.59129,4.78091,3.81431,3.67813,10.1494,16.0017,3.19971,18.9551,15.8603,25.0066,28.5527,20.0562,8.5765,18.8193,30.9658,20.556,30.1563,9.35861,34.066,9.36281,13.3395,24.8132,6.30993,4.93332
558,7.54216,5.50506,3.08564,4.17574,10.2665,16.2864,3.18645,18.6742,14.3232,25.5962,29.2732,18.6559,7.05102,20.9457,30.9373,20.8119,28.2201,9.07119,34.7322,9.04344,13.4486,23.2921,7.32256,3.47823
559,6.55091,3.22832,4.39117,4.48728,9.97481,15.7808,3.72735,19.4105,12.6534,24.7317,27.5924,20.3273,9.46291,19.1971,31.5047,21.4451,30.0893,7.50452,31.7999,9.27379,15.8178,25.1881,7.66597,5.84944
560,5.8204,7.88118,4.30628,4.81087,10.7686,14.3221,3.60844,18.6794,14.5025,23.805,27.5056,21.6821,9.24212,20.4697,29.5574,20.5243,28.4013,9.68148,33.4788,9.05098,14.0003,23.7818,6.32036,4.69481
561,5.68952,4.7384,5.73483,3.83105,9.1363,16.2196,4.3513,18.5221,12.2774,24.3342,26.8655,21.2664,8.46039,18.5258,30.5045,23.5489,27.0547,8.57017,34.0674,9.66955,13.8004,25.977,8.11421,5.03694
562,8.57692,4.04821,4.25774,3.08337,9.92943,16.4875,3.08727,19.9343,14.8834,25.4107,27.9881,20.3284,8.11419,20.0274,31.0007,23.0299,29.2258,8.13011,33.6244,9.28958,14.8041,27.6016,7.23738,4.74913
563,7.28557,6.2316,4.52677,3.5798,10.8671,15.3927,3.05869,19.7353,13.1263,25.6045,27.6807,21.1373,8.15695,21.0081,30.5696,21.8517,30.9054,9.90351,34.5989,9.65181,11.793,23.774,6.21112,4.73374
564,6.02708,3.66152,4.44736,4.10375,11.7891,14.3414,5.81901,18.5047,12.8327,25.5214,28.8434,19.2958,8.99009,19.6556,30.2413,22.2983,28.7643,8.85407,34.9267,7.80264,16.0391,25.8529,5.7899,4.83997
565,8.45308,5.1529,5.13608,3.97205,9.7456,14.9716,2.84599,19.4937,14.2902,25.5062,28.1159,18.5326,8.76348,21.3224,30.5576,23.1926,29.0198,8.4726,34.7206,9.46753,15.5362,26.1685,6.96892,2.76291
566,6.37949,4.26016,4.42238,4.11514,9.64585,15.331,4.33766,21.4736,15.5568,24.8634,28.0791,20.5786,8.06967,19.8824,29.3935,21.7656,28.8343,9.1144,33.5956,9.1576,14.3205,25.0388,6.35925,4.19543
567,6.87204,6.4043,5.36036,4.07234,10.5402,17.8626,4.98411,19.5262,14.2096,26.7624,27.1544,19.8111,7.35831,20.507,31.106,20.9998,27.9678,9.25035,31.7171,8.58218,13.6824,24.6014,5.22124,2.12838
568,6.58277,5.40101,5.37052,2.92149,10.6406,14.8201,4.82654,20.1469,14.5065,25.3205,29.3007,19.2367,6.95976,19.6914,30.4653,21.8141,30.4535,8.57252,33.8644,9.47865,13.7335,24.3644,4.58716,3.63307
569,6.65307,5.82827,2.79046,3.36419,9.42861,18.2032,5.34159,17.8847,13.3612,24.3961,27.9874,20.7985,7.652,20.7525,31.5179,21.7826,28.9647,8.80429,35.2503,9.73044,12.8164,26.3048,5.88813,3.65762
570,7.12405,3.82074,4.32479,3.1453,10.7457,15.2821,0.391652,18.3776,14.8401,24.7761,26.728,19.605,8.10437,18.7921,29.1178,23.7663,27.6271,7.75261,34.1197,9.05367,12.3798,23.1029,5.99829,2.35295
571,7.2378,5.90757,3.12273,4.50887,10.642,16.9491,4.69132,19.8757,13.5886,25.4832,27.885,21.065,9.59929,20.3907,27.8273,22.765,30.7069,9.14779,33.6724,10.0153,14.3189,27.2327,7.10208,2.45918
572,6.46499,5.12452,4.3104,3.09448,9.93744,16.0992,3.49133,20.6577,14.9299,25.3689,28.0659,20.4092,8.21893,19.6756,27.3245,21.5901,29.2534,8.97956,33.3445,9.7316,11.2046,23.948,5.55166,6.12325
573,5.29959,4.96332,5.38287,3.52578,11.2361,15.664,3.84409,20.7295,14.156,24.5705,27.1489,17.9197,8.43182,20.0742,28.9437,22.284,29.2196,9.02584,32.6215,8.52795,13.6118,24.2564,3.31842,3.85493
574,5.96383,4.32483,2.65537,3.01539,9.46854,15.6416,5.05377,19.5462,14.3725,23.8235,28.8919,21.3169,9.25563,20.6699,30.7694,23.254,27.8019,9.66305,33.9571,8.69346,15.0271,25.5152,7.85955,5.41223
575,6.91293,6.1143,3.76385,2.86721,9.41545,17.4784,4.23367,20.8477,15.0628,26.0371,26.9488,20.7443,8.90915,21.1313,30.8036,21.1324,31.2627,9.99987,34.318,9.27923,13.695,24.466,6.7277,3.33995
576,7.8712,4.2806,5.1466,4.40384,9.87988,15.9072,2.95737,22.4706,11.9633,25.6639,30.7196,16.1856,8.78314,18.9157,28.666,22.0533,29.0941,9.13368,34.0798,9.47289,14.6718,25.2947,4.74732,4.28479
577,7.07119,6.68276,3.61923,4.07588,10.1398,15.5478,5.6845,17.6317,14.1984,25.8325,27.542,18.2343,6.26437,19.1579,28.978,21.6776,28.2674,8.8402,32.909,7.48186,14.1952,23.9398,6.35028,3.91669
578,8.02514,5.16866,3.40629,4.16949,9.46111,15.5043,2.90616,20.3251,15.0256,24.7198,28.6613,19.7824,8.03393,20.7373,30.1758,22.735,28.3591,10.2878,33.6318,11.5951,14.8718,24.8472,5.82049,3.28411
579,5.93759,4.45596,4.27278,5.94869,9.22686,16.3026,2.53855,21.6224,10.8567,25.1584,28.8847,19.487,8.67822,20.1546,30.5179,21.8126,27.0806,6.93739,35.2625,8.35043,14.2896,25.6722,6.11118,3.66959
580,6.32582,4.9864,3.98765,3.43843,9.68354,16.3524,3.22691,21.0418,12.6401,26.1111,27.6225,20.1426,7.04148,20.5725,29.6216,24.4714,30.1629,9.56171,35.5353,8.85524,14.0186,24.7166,5.69209,4.33358
581,6.8256,4.49074,5.73899,4.85993,8.8091,17.12,4.77693,18.6436,14.3942,24.4349,28.7001,19.2203,6.69562,20.1715,28.6403,20.0931,29.0665,10.0057,33.6231,6.51433,12.4746,24.4304,6.36871,4.43861
582,7.42065,5.35917,5.27324,3.8879,10.7076,17.8363,5.14378,20.6563,13.9773,23.1823,28.8347,18.2487,8.93925,19.0404,31.0844,21.6396,28.0738,10.8127,34.4225,10.2884,15.8403,24.8185,3.84042,4.17765
583,8.16379,5.49221,3.73778,4.4913,8.98321,17.7245,2.85865,18.9624,12.6909,25.7305,27.7732,20.8866,8.13638,20.9746,29.0719,21.5788,28.9875,8.27325,32.2954,10.0937,14.4293,24.1257,5.5207,4.21516
584,7.20459,5.0586,2.93624,3.15941,8.77787,15.6404,2.47933,20.5972,14.8059,23.9352,27.4215,18.7722,7.72356,18.7876,29.9454,21.5855,28.7793,8.49218,34.7165,8.31946,14.8379,25.7543,5.75003,1.80708
585,7.61188,3.78499,1.65949,5.03378,10.2314,16.2425,6.39671,18.0069,13.4236,24.7445,26.9063,19.4171,6.01331,20.02,30.8019,21.9623,28.3391,9.1288,35.8487,9.7229,15.5725,24.3849,6.23782,2.86791
586,6.10764,6.88568,2.59509,3.89772,9.00235,16.091,2.6599,18.516,13.8769,23.9631,28.7848,19.8999,6.92271,20.8103,28.3922,22.4948,29.6598,10.0495,33.6234,8.86959,15.7721,25.6602,5.8586,3.81814
587,6.1094,3.41811,4.07866,2.57,10.5354,15.044,3.93099,19.7469,14.6185,25.9494,25.7111,20.3532,7.56212,20.8317,30.9916,21.472,27.6785,9.56985,33.8084,8.18552,13.0718,25.1748,5.98935,3.84122
588,7.03648,5.67176,3.33632,4.16502,10.8579,15.8422,5.6548,20.1758,13.2856,23.2314,28.2572,18.8407,7.6658,21.1691,30.8982,21.1224,28.447,7.92538,34.2876,7.72334,12.1377,24.0557,6.56421,2.24073
589,6.78456,4.45049,3.43101,2.57245,9.674,16.0139,3.8407,20.0314,12.7585,26.0046,29.1254,20.0298,8.94142,18.6385,28.7851,20.5997,30.2872,10.1376,33.9176,9.3283,13.2431,24.5139,5.48217,4.76448
590,6.61523,4.73885,2.20358,5.00749,9.16681,16.4512,2.97675,22.3119,15.8806,24.3646,27.3742,18.9789,6.83621,19.3266,30.6888,23.9137,29.1921,7.48899,35.1202,7.7088,14.7134,27.0214,5.88395,5.08894
591,6.54737,4.54699,3.54096,5.11759,9.40515,17.5896,3.35768,20.827,11.9411,25.878,28.7014,20.5613,10.3934,20.4236,29.1338,21.0852,29.1256,8.56299,35.6202,9.77769,14.2975,26.2296,5.80451,4.76022
592,6.07019,5.43195,4.75871,3.96878,7.14256,17.8497,1.95803,20.3777,13.3372,26.0615,28.8295,19.606,8.46322,17.5163,28.4797,21.3707,28.4153,9.21143,34.331,10.1512,15.0945,25.7523,4.72743,3.93773
593,6.98743,6.7719,3.87924,4.00345,9.6616,16.7529,3.69979,20.7581,12.4429,24.5369,30.1085,21.8172,8.2924,20.7282,29.9363,22.4254,27.2115,7.18778,33.1947,6.55497,14.7944,25.9296,6.5673,4.22716
594,8.01028,6.44378,3.28507,4.09946,11.2794,16.0101,3.92453,19.042,12.8686,24.9997,29.9914,22.8836,8.98315,19.9113,30.5015,20.519,27.7591,10.0085,34.4005,8.03347,13.8681,23.3773,5.44367,3.40022
595,6.75574,5.5186,4.6918,4.59909,9.25165,17.1278,4.48486,19.75,14.1243,25.8601,29.9976,19.2879,7.12437,20.3051,30.7165,21.1541,26.6984,9.76117,34.394,10.1244,15.5938,25.1233,7.01407,4.02665
596,5.99615,5.03795,4.23113,6.4163,9.46904,15.6503,3.37525,19.0144,13.3962,23.7605,28.7944,18.6339,7.47375,19.6804,29.6975,21.7567,29.401,9.20943,34.028,9.96817,11.5415,27.3311,7.58405,4.31679
597,8.04465,4.72094,3.17958,4.32979,11.4047,15.9356,2.41501,21.0889,13.6034,25.821,27.5883,20.4303,8.24736,21.1266,31.1095,21.3764,29.5741,9.50099,33.8737,9.28957,15.0637,26.4105,6.37388,4.55245
598,9.73115,6.01314,3.1134,3.73105,10.8484,16.5119,2.44609,20.6598,14.7382,25.0289,27.7082,19.7939,7.98848,21.9267,29.4398,20.399,28.646,7.88119,35.3041,8.95622,14.1177,25.8973,6.03281,3.74389
